245101,0.9121813031,0.9037037037,0.9129828753,0.9025877612
245201,0.9744897959,0.9689922481,0.9579069318,0.9568260806
245301,0.8698224852,0.8119099492,0.8235651998,0.8456603193
245401,0.865,0.8732220161,0.8743608473,0.8800704628
245501,0.8874680307,0.9025570145,0.899536608,0.8891093678
245601,0.8557692308,0.8253588517,0.8877642825,0.8911173244
245701,0.8274336283,0.8011789925,0.8164355864,0.8270488649
245801,1,1,1,1
245901,0.8879310345,0.9084636615,0.9015619733,0.9013664821
246001,0.8702163062,0.8720930233,0.8819134993,0.8897215561
246101,0.9230769231,0.9248120301,0.9240928681,0.9266800925
246201,0.903125,0.8790627362,0.8759300595,0.8683052793
246301,0.8943396226,0.8846918489,0.8673139159,0.8533589475
246401,0.917721519,0.8829648895,0.8745229736,0.8768742791
246501,0.9220779221,0.9083333333,0.9186394558,0.9280322462
246601,0.8029411765,0.7886524823,0.7881263617,0.805460263
246701,0.9665653495,0.9794050343,0.9792013311,0.9720556015
246801,0.986631016,0.9703799099,0.9710039341,0.9696901154
246901,0.7976190476,0.7735973597,0.7464274373,0.7553021377
247001,0.9439528024,0.9653434152,0.9694217378,0.9632401316
247101,0.9056603774,0.8520986009,0.8468212915,0.8596260782
247201,0.9663865546,0.9736091298,0.951474305,0.9592377645
247301,1,1,1,1
247401,0.8484848485,0.8344709898,0.7890137328,0.8175732218
247501,0.84375,0.8785982478,0.8844994447,0.8814827557
247601,0.7730496454,0.8057103064,0.8153477218,0.7983027203
247701,0.9821073559,0.9771297885,0.974888464,0.9721574635
247801,1,1,1,1
247901,0.8583690987,0.8815612382,0.8513936995,0.8428289925
248001,0.8232758621,0.8590398366,0.8526785714,0.8385699434
248101,0.833836858,0.860624524,0.8532534247,0.8456050845
248201,0.8620689655,0.8824228029,0.8724751281,0.8791692456
248301,0.9547511312,0.9512837393,0.9163231028,0.9110570095
248401,0.839869281,0.8851603281,0.8971428571,0.8957504231
248501,0.9527027027,0.9673913043,0.9583031182,0.9574876577
248601,0.8853503185,0.8522408964,0.8662570034,0.8741264966
248701,0.9620689655,0.9540229885,0.958250497,0.9647679726
248801,0.8260869565,0.8132458234,0.816693703,0.8162066941
248901,0.8951612903,0.8897108272,0.9220395345,0.9230663741
249001,0.9166666667,0.8606811146,0.8714173845,0.8704850361
249101,0.8333333333,0.8405797101,0.8887075718,0.8733022742
249201,0.9353846154,0.9205298013,0.9436187399,0.9444834856
249301,0.9565217391,0.9580492921,0.9525344272,0.9383302057
249401,0.8982630273,0.9111367571,0.9161037557,0.9298578199
249501,0.8668478261,0.849187935,0.8565191506,0.8722503133
249601,0.8337182448,0.8021223471,0.8313799031,0.8648853584
249701,0.8378378378,0.8500496524,0.8576290414,0.8410635596
249801,0.7402597403,0.7520435967,0.748960499,0.7535319858
249901,0.7954545455,0.8503755055,0.8516170974,0.8447282226
250100,0.1025641026,0.05725403,0.030591918,0.0155322406
250200,0.23828125,0.1466666667,0.0769114307,0.0398854039
250300,0.4246987952,0.2331154684,0.1280193237,0.0631870903
250400,0.4408163265,0.2693156733,0.1521399563,0.0757718169
