1 	839009.0 872042.0 905075.0 842312.3 855525.5 872042.0 888558.5 901771.7 33033.0
2 	1005343.0 1005343.0 1005343.0 1005343.0 1005343.0 1005343.0 1005343.0 1005343.0 0.0
3 	1248066.0 1248066.0 1248066.0 1248066.0 1248066.0 1248066.0 1248066.0 1248066.0 0.0
4 	1555230.0 1555230.0 1555230.0 1555230.0 1555230.0 1555230.0 1555230.0 1555230.0 0.0
10 	842437.0 877056.0 911675.0 845898.9 859746.5 877056.0 894365.5 908213.1 34619.0
11 	867682.0 897603.5 927525.0 870674.15 882642.75 897603.5 912564.25 924532.85 29921.5
12 	879341.0 907955.0 936569.0 882202.4 893648.0 907955.0 922262.0 933707.6 28614.0
13 	895480.0 924144.5 952809.0 898346.45 909812.25 924144.5 938476.75 949942.55 28664.5
14 	915805.0 915805.0 915805.0 915805.0 915805.0 915805.0 915805.0 915805.0 0.0
15 	927890.0 927890.0 927890.0 927890.0 927890.0 927890.0 927890.0 927890.0 0.0
16 	950609.0 950609.0 950609.0 950609.0 950609.0 950609.0 950609.0 950609.0 0.0
17 	961650.0 961650.0 961650.0 961650.0 961650.0 961650.0 961650.0 961650.0 0.0
18 	983959.0 983959.0 983959.0 983959.0 983959.0 983959.0 983959.0 983959.0 0.0
19 	1002244.0 1002244.0 1002244.0 1002244.0 1002244.0 1002244.0 1002244.0 1002244.0 0.0
20 	1018710.0 1018710.0 1018710.0 1018710.0 1018710.0 1018710.0 1018710.0 1018710.0 0.0
21 	1032223.0 1032223.0 1032223.0 1032223.0 1032223.0 1032223.0 1032223.0 1032223.0 0.0
22 	1063515.0 1063515.0 1063515.0 1063515.0 1063515.0 1063515.0 1063515.0 1063515.0 0.0
23 	1081449.0 1081449.0 1081449.0 1081449.0 1081449.0 1081449.0 1081449.0 1081449.0 0.0
24 	1099098.0 1099098.0 1099098.0 1099098.0 1099098.0 1099098.0 1099098.0 1099098.0 0.0
25 	1117897.0 1117897.0 1117897.0 1117897.0 1117897.0 1117897.0 1117897.0 1117897.0 0.0
26 	1149973.0 1149973.0 1149973.0 1149973.0 1149973.0 1149973.0 1149973.0 1149973.0 0.0
27 	1176082.0 1176082.0 1176082.0 1176082.0 1176082.0 1176082.0 1176082.0 1176082.0 0.0
28 	1197452.0 1197452.0 1197452.0 1197452.0 1197452.0 1197452.0 1197452.0 1197452.0 0.0
29 	1195018.0 1195018.0 1195018.0 1195018.0 1195018.0 1195018.0 1195018.0 1195018.0 0.0
30 	1246746.0 1246746.0 1246746.0 1246746.0 1246746.0 1246746.0 1246746.0 1246746.0 0.0
31 	1268834.0 1268834.0 1268834.0 1268834.0 1268834.0 1268834.0 1268834.0 1268834.0 0.0
32 	1312108.0 1312108.0 1312108.0 1312108.0 1312108.0 1312108.0 1312108.0 1312108.0 0.0
33 	1343229.0 1343229.0 1343229.0 1343229.0 1343229.0 1343229.0 1343229.0 1343229.0 0.0
34 	1373183.0 1373183.0 1373183.0 1373183.0 1373183.0 1373183.0 1373183.0 1373183.0 0.0
35 	1393436.0 1393436.0 1393436.0 1393436.0 1393436.0 1393436.0 1393436.0 1393436.0 0.0
36 	1422048.0 1422048.0 1422048.0 1422048.0 1422048.0 1422048.0 1422048.0 1422048.0 0.0
37 	1448188.0 1448188.0 1448188.0 1448188.0 1448188.0 1448188.0 1448188.0 1448188.0 0.0
38 	1483739.0 1483739.0 1483739.0 1483739.0 1483739.0 1483739.0 1483739.0 1483739.0 0.0
39 	1521472.0 1521472.0 1521472.0 1521472.0 1521472.0 1521472.0 1521472.0 1521472.0 0.0
40 	1556785.0 1556785.0 1556785.0 1556785.0 1556785.0 1556785.0 1556785.0 1556785.0 0.0
41 	1592380.0 1592380.0 1592380.0 1592380.0 1592380.0 1592380.0 1592380.0 1592380.0 0.0
42 	1625034.0 1625034.0 1625034.0 1625034.0 1625034.0 1625034.0 1625034.0 1625034.0 0.0
43 	1672738.0 1672738.0 1672738.0 1672738.0 1672738.0 1672738.0 1672738.0 1672738.0 0.0
44 	1710673.0 1710673.0 1710673.0 1710673.0 1710673.0 1710673.0 1710673.0 1710673.0 0.0
45 	1763871.0 1763871.0 1763871.0 1763871.0 1763871.0 1763871.0 1763871.0 1763871.0 0.0
46 	1802675.0 1802675.0 1802675.0 1802675.0 1802675.0 1802675.0 1802675.0 1802675.0 0.0
47 	1854482.0 1854482.0 1854482.0 1854482.0 1854482.0 1854482.0 1854482.0 1854482.0 0.0
01 	718238.0 748034.5 777831.0 721217.65 733136.25 748034.5 762932.75 774851.35 29796.5
02 	727737.0 756912.5 786088.0 730654.55 742324.75 756912.5 771500.25 783170.45 29175.5
03 	747628.0 771842.0 796056.0 750049.4 759735.0 771842.0 783949.0 793634.6 24214.0
04 	754227.0 780535.0 806843.0 756857.8 767381.0 780535.0 793689.0 804212.2 26308.0
05 	768346.0 796102.0 823858.0 771121.6 782224.0 796102.0 809980.0 821082.4 27756.0
06 	787162.0 813809.5 840457.0 789826.75 800485.75 813809.5 827133.25 837792.25 26647.5
07 	797106.0 826596.5 856087.0 800055.05 811851.25 826596.5 841341.75 853137.95 29490.5
08 	802238.0 838329.0 874420.0 805847.1 820283.5 838329.0 856374.5 870810.9 36091.0
09 	821499.0 853855.0 886211.0 824734.6 837677.0 853855.0 870033.0 882975.4 32356.0
