273,0,0
1000354,0,0
2000444,0,0
3000538,0,0
4000624,116767,203930
5000710,183434,523937
6000795,196667,844357
7000880,186320,1164548
8000967,199789,1485991
9001051,196243,1805460
10001137,198124,2123972
11001222,203718,2444791
12001310,205513,2765643
