1 	750169.0 775543.0 800917.0 752706.4 762856.0 775543.0 788230.0 798379.6 25374.0
2 	840898.0 874736.0 908574.0 844281.8 857817.0 874736.0 891655.0 905190.2 33838.0
3 	950721.0 950721.0 950721.0 950721.0 950721.0 950721.0 950721.0 950721.0 0.0
4 	1086411.0 1086411.0 1086411.0 1086411.0 1086411.0 1086411.0 1086411.0 1086411.0 0.0
5 	1232977.0 1232977.0 1232977.0 1232977.0 1232977.0 1232977.0 1232977.0 1232977.0 0.0
6 	1458924.0 1458924.0 1458924.0 1458924.0 1458924.0 1458924.0 1458924.0 1458924.0 0.0
7 	1725780.0 1725780.0 1725780.0 1725780.0 1725780.0 1725780.0 1725780.0 1725780.0 0.0
10 	748060.0 771572.5 795085.0 750411.25 759816.25 771572.5 783328.75 792733.75 23512.5
11 	756118.0 781515.5 806913.0 758657.75 768816.75 781515.5 794214.25 804373.25 25397.5
12 	765397.0 791414.5 817432.0 767998.75 778405.75 791414.5 804423.25 814830.25 26017.5
13 	778917.0 807306.0 835695.0 781755.9 793111.5 807306.0 821500.5 832856.1 28389.0
14 	778004.0 806489.0 834974.0 780852.5 792246.5 806489.0 820731.5 832125.5 28485.0
15 	787987.0 815730.5 843474.0 790761.35 801858.75 815730.5 829602.25 840699.65 27743.5
16 	795436.0 829098.5 862761.0 798802.25 812267.25 829098.5 845929.75 859394.75 33662.5
17 	801344.0 836507.5 871671.0 804860.35 818925.75 836507.5 854089.25 868154.65 35163.5
18 	819810.0 837141.5 854473.0 821543.15 828475.75 837141.5 845807.25 852739.85 17331.5
19 	830708.0 863314.0 895920.0 833968.6 847011.0 863314.0 879617.0 892659.4 32606.0
20 	808634.0 842508.0 876382.0 812021.4 825571.0 842508.0 859445.0 872994.6 33874.0
21 	847901.0 881726.0 915551.0 851283.5 864813.5 881726.0 898638.5 912168.5 33825.0
22 	861068.0 893214.0 925360.0 864282.6 877141.0 893214.0 909287.0 922145.4 32146.0
23 	874853.0 899101.0 923349.0 877277.8 886977.0 899101.0 911225.0 920924.2 24248.0
24 	836277.0 875627.0 914977.0 840212.0 855952.0 875627.0 895302.0 911042.0 39350.0
25 	898091.0 928476.0 958861.0 901129.5 913283.5 928476.0 943668.5 955822.5 30385.0
26 	910718.0 910718.0 910718.0 910718.0 910718.0 910718.0 910718.0 910718.0 0.0
27 	922305.0 922305.0 922305.0 922305.0 922305.0 922305.0 922305.0 922305.0 0.0
28 	933695.0 933695.0 933695.0 933695.0 933695.0 933695.0 933695.0 933695.0 0.0
29 	928397.0 928397.0 928397.0 928397.0 928397.0 928397.0 928397.0 928397.0 0.0
30 	958407.0 958407.0 958407.0 958407.0 958407.0 958407.0 958407.0 958407.0 0.0
31 	960811.0 960811.0 960811.0 960811.0 960811.0 960811.0 960811.0 960811.0 0.0
32 	974070.0 974070.0 974070.0 974070.0 974070.0 974070.0 974070.0 974070.0 0.0
33 	987093.0 987093.0 987093.0 987093.0 987093.0 987093.0 987093.0 987093.0 0.0
34 	1002477.0 1002477.0 1002477.0 1002477.0 1002477.0 1002477.0 1002477.0 1002477.0 0.0
35 	1003804.0 1003804.0 1003804.0 1003804.0 1003804.0 1003804.0 1003804.0 1003804.0 0.0
36 	1025429.0 1025429.0 1025429.0 1025429.0 1025429.0 1025429.0 1025429.0 1025429.0 0.0
37 	1035769.0 1035769.0 1035769.0 1035769.0 1035769.0 1035769.0 1035769.0 1035769.0 0.0
38 	1058652.0 1058652.0 1058652.0 1058652.0 1058652.0 1058652.0 1058652.0 1058652.0 0.0
39 	1070552.0 1070552.0 1070552.0 1070552.0 1070552.0 1070552.0 1070552.0 1070552.0 0.0
40 	1077104.0 1077104.0 1077104.0 1077104.0 1077104.0 1077104.0 1077104.0 1077104.0 0.0
41 	1076754.0 1076754.0 1076754.0 1076754.0 1076754.0 1076754.0 1076754.0 1076754.0 0.0
42 	1117957.0 1117957.0 1117957.0 1117957.0 1117957.0 1117957.0 1117957.0 1117957.0 0.0
43 	1129311.0 1129311.0 1129311.0 1129311.0 1129311.0 1129311.0 1129311.0 1129311.0 0.0
44 	1149805.0 1149805.0 1149805.0 1149805.0 1149805.0 1149805.0 1149805.0 1149805.0 0.0
45 	1157756.0 1157756.0 1157756.0 1157756.0 1157756.0 1157756.0 1157756.0 1157756.0 0.0
46 	1182953.0 1182953.0 1182953.0 1182953.0 1182953.0 1182953.0 1182953.0 1182953.0 0.0
47 	1203369.0 1203369.0 1203369.0 1203369.0 1203369.0 1203369.0 1203369.0 1203369.0 0.0
48 	1206717.0 1206717.0 1206717.0 1206717.0 1206717.0 1206717.0 1206717.0 1206717.0 0.0
49 	1235084.0 1235084.0 1235084.0 1235084.0 1235084.0 1235084.0 1235084.0 1235084.0 0.0
50 	1244510.0 1244510.0 1244510.0 1244510.0 1244510.0 1244510.0 1244510.0 1244510.0 0.0
51 	1261815.0 1261815.0 1261815.0 1261815.0 1261815.0 1261815.0 1261815.0 1261815.0 0.0
52 	1288573.0 1288573.0 1288573.0 1288573.0 1288573.0 1288573.0 1288573.0 1288573.0 0.0
53 	1310532.0 1310532.0 1310532.0 1310532.0 1310532.0 1310532.0 1310532.0 1310532.0 0.0
54 	1337319.0 1337319.0 1337319.0 1337319.0 1337319.0 1337319.0 1337319.0 1337319.0 0.0
55 	1358504.0 1358504.0 1358504.0 1358504.0 1358504.0 1358504.0 1358504.0 1358504.0 0.0
56 	1367408.0 1367408.0 1367408.0 1367408.0 1367408.0 1367408.0 1367408.0 1367408.0 0.0
57 	1366382.0 1366382.0 1366382.0 1366382.0 1366382.0 1366382.0 1366382.0 1366382.0 0.0
58 	1398190.0 1398190.0 1398190.0 1398190.0 1398190.0 1398190.0 1398190.0 1398190.0 0.0
59 	1436306.0 1436306.0 1436306.0 1436306.0 1436306.0 1436306.0 1436306.0 1436306.0 0.0
60 	1466380.0 1466380.0 1466380.0 1466380.0 1466380.0 1466380.0 1466380.0 1466380.0 0.0
61 	1486957.0 1486957.0 1486957.0 1486957.0 1486957.0 1486957.0 1486957.0 1486957.0 0.0
62 	1505945.0 1505945.0 1505945.0 1505945.0 1505945.0 1505945.0 1505945.0 1505945.0 0.0
63 	1530728.0 1530728.0 1530728.0 1530728.0 1530728.0 1530728.0 1530728.0 1530728.0 0.0
64 	1530933.0 1530933.0 1530933.0 1530933.0 1530933.0 1530933.0 1530933.0 1530933.0 0.0
65 	1588071.0 1588071.0 1588071.0 1588071.0 1588071.0 1588071.0 1588071.0 1588071.0 0.0
66 	1611132.0 1611132.0 1611132.0 1611132.0 1611132.0 1611132.0 1611132.0 1611132.0 0.0
67 	1626226.0 1626226.0 1626226.0 1626226.0 1626226.0 1626226.0 1626226.0 1626226.0 0.0
68 	1674069.0 1674069.0 1674069.0 1674069.0 1674069.0 1674069.0 1674069.0 1674069.0 0.0
69 	1709106.0 1709106.0 1709106.0 1709106.0 1709106.0 1709106.0 1709106.0 1709106.0 0.0
70 	1682730.0 1682730.0 1682730.0 1682730.0 1682730.0 1682730.0 1682730.0 1682730.0 0.0
71 	1760975.0 1760975.0 1760975.0 1760975.0 1760975.0 1760975.0 1760975.0 1760975.0 0.0
72 	1780090.0 1780090.0 1780090.0 1780090.0 1780090.0 1780090.0 1780090.0 1780090.0 0.0
73 	1838407.0 1838407.0 1838407.0 1838407.0 1838407.0 1838407.0 1838407.0 1838407.0 0.0
74 	1855044.0 1855044.0 1855044.0 1855044.0 1855044.0 1855044.0 1855044.0 1855044.0 0.0
01 	673880.0 699969.5 726059.0 676488.95 686924.75 699969.5 713014.25 723450.05 26089.5
02 	679908.0 708632.0 737356.0 682780.4 694270.0 708632.0 722994.0 734483.6 28724.0
03 	691630.0 722095.0 752560.0 694676.5 706862.5 722095.0 737327.5 749513.5 30465.0
04 	689554.0 720902.5 752251.0 692688.85 705228.25 720902.5 736576.75 749116.15 31348.5
05 	705151.0 731450.0 757749.0 707780.9 718300.5 731450.0 744599.5 755119.1 26299.0
06 	706535.0 738076.0 769617.0 709689.1 722305.5 738076.0 753846.5 766462.9 31541.0
07 	707879.0 724507.0 741135.0 709541.8 716193.0 724507.0 732821.0 739472.2 16628.0
08 	729806.0 755244.0 780682.0 732349.8 742525.0 755244.0 767963.0 778138.2 25438.0
09 	743922.0 769660.0 795398.0 746495.8 756791.0 769660.0 782529.0 792824.2 25738.0
